ProjectName,Context,DepositType,UnitType,DAACSPhase,Count,ArtifactType,ArtifactCategory
Stewart Castle Village,3-R-02,Not Applicable,STP,,5,Nail,General Artifacts
Stewart Castle Village,3-R-02,Not Applicable,STP,,5,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-02,Not Applicable,STP,,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-R-02,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-R-02,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-02,Not Applicable,STP,,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-R-02,Not Applicable,STP,,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-R-02,Not Applicable,STP,,1,"Tobacco Pipe, Stem, Bowl",Tobacco Pipe
Stewart Castle Village,3-R-03,Not Applicable,STP,,5,Creamware,Ceramic
Stewart Castle Village,3-R-03,Not Applicable,STP,,1,"Marble, toy",General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,2,Sheeting,General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,29,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,2,"Shell, conch",General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,2,"Shell, marine unidentifiable",General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-R-03,Not Applicable,STP,,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-03,Not Applicable,STP,,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-R-03,Not Applicable,STP,,2,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-R-04,Not Applicable,STP,,1,"Button, Blank/Mold",Button
Stewart Castle Village,3-R-04,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-R-04,Not Applicable,STP,,6,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-04,Not Applicable,STP,,6,Unidentified,General Artifacts
Stewart Castle Village,3-R-04,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,6,Creamware,Ceramic
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,9,Pearlware,Ceramic
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,1,Bony Fish,Faunal
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,1,Domestic Pig,Faunal
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,2,Large Mammal,Faunal
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,4,Charcoal,General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,5,Nail,General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,27,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,2,"Shell, conch",General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,9,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,2,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,3,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,1,Strapping,General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,19,Unidentified,General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,1,Window Glass,General Artifacts
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,1,"Tobacco Pipe, Stem, Base, Bowl",Tobacco Pipe
Stewart Castle Village,3-R-05,Not Applicable,STP,P01,1,"Utensil, Fork, 2 Piece",Utensil
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,8,Creamware,Ceramic
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,23,Pearlware,Ceramic
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,2,Redware,Ceramic
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,4,"Refined Earthenware, unidentifiable",Ceramic
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,1,Whiteware,Ceramic
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,1,Domestic Pig,Faunal
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,10,Nail,General Artifacts
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,41,Sheeting,General Artifacts
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,1,"Shell, chiton segment",General Artifacts
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,6,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,5,"Shell, conch",General Artifacts
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,2,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,10,Strapping,General Artifacts
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,7,"Bottle, Case",Glass
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,7,"Bottle, Unidentifiable",Glass
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-06,Not Applicable,STP,P02,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,4,British Stoneware,Ceramic
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,4,Creamware,Ceramic
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,25,Pearlware,Ceramic
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,2,"Porcelain, Chinese",Ceramic
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,Redware,Ceramic
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,White Salt Glaze,Ceramic
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,7,Bony Fish,Faunal
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,Domestic Pig,Faunal
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,Domestic Sheep or Goat,Faunal
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,Large Mammal,Faunal
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,4,Rats,Faunal
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,Squirrel Fish,Faunal
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,"File, triangular",General Artifacts
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,"Knife, unid.",General Artifacts
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,45,Nail,General Artifacts
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,41,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,6,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,11,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,Strapping,General Artifacts
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,41,Unidentified,General Artifacts
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,3,"Bottle, Unidentifiable",Glass
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,7,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-07,Not Applicable,STP,P02,1,Unidentifiable,Glass
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,2,Bristol Glaze Stoneware,Ceramic
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,16,Creamware,Ceramic
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,20,Pearlware,Ceramic
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,2,"Refined Earthenware, unidentifiable",Ceramic
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,8,Bony Fish,Faunal
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,Domestic Pig,Faunal
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,Eel,Faunal
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,Squirrel Fish,Faunal
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,Brick/Daub,General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,3,Brick Fragment,General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,"Brick, whole",General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,"Handle, box/trunk",General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,24,Nail,General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,Pot/Pan,General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,Sheeting,General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,11,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,4,"Shell, conch",General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,3,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,"Tool, unidentified",General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,8,Unidentified,General Artifacts
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,"Bottle/Vial, Pharmaceutical",Glass
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,25,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,Stemware,Glass
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,"Tableware, unidentifiable",Glass
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,12,Unidentifiable,Glass
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,3,Core,Lithic
Stewart Castle Village,3-R-08,Not Applicable,STP,P01,1,Shatter,Lithic
Stewart Castle Village,3-R-09,Not Applicable,STP,,3,Creamware,Ceramic
Stewart Castle Village,3-R-09,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-R-09,Not Applicable,STP,,1,Bracket,General Artifacts
Stewart Castle Village,3-R-09,Not Applicable,STP,,9,Nail,General Artifacts
Stewart Castle Village,3-R-09,Not Applicable,STP,,1,Sheeting,General Artifacts
Stewart Castle Village,3-R-09,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-09,Not Applicable,STP,,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-R-09,Not Applicable,STP,,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-09,Not Applicable,STP,,1,"Tobacco Pipe, Bowl, Rim",Tobacco Pipe
Stewart Castle Village,3-R-09,Not Applicable,STP,,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-R-10,Not Applicable,STP,,1,British Stoneware,Ceramic
Stewart Castle Village,3-R-10,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-R-10,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-R-10,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-R-10,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-11,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-R-11,Not Applicable,STP,,4,Nail,General Artifacts
Stewart Castle Village,3-R-11,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-11,Not Applicable,STP,,3,Unidentified,General Artifacts
Stewart Castle Village,3-R-11,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-12,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-R-12,Not Applicable,STP,,5,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-12,Not Applicable,STP,,2,Unidentified,General Artifacts
Stewart Castle Village,3-R-12,Not Applicable,STP,,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-13,Not Applicable,STP,P02,1,Creamware,Ceramic
Stewart Castle Village,3-R-13,Not Applicable,STP,P02,6,Pearlware,Ceramic
Stewart Castle Village,3-R-13,Not Applicable,STP,P02,1,Redware,Ceramic
Stewart Castle Village,3-R-13,Not Applicable,STP,P02,4,Nail,General Artifacts
Stewart Castle Village,3-R-13,Not Applicable,STP,P02,4,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-14,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-R-14,Not Applicable,STP,,13,Nail,General Artifacts
Stewart Castle Village,3-R-14,Not Applicable,STP,,3,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-14,Not Applicable,STP,,4,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-R-14,Not Applicable,STP,,2,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-R-14,Not Applicable,STP,,4,Unidentified,General Artifacts
Stewart Castle Village,3-R-14,Not Applicable,STP,,1,"Bottle/Vial, Pharmaceutical",Glass
Stewart Castle Village,3-R-14,Not Applicable,STP,,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-15,Not Applicable,STP,,3,Creamware,Ceramic
Stewart Castle Village,3-R-15,Not Applicable,STP,,4,Nail,General Artifacts
Stewart Castle Village,3-R-15,Not Applicable,STP,,6,Scrap/Waste,General Artifacts
Stewart Castle Village,3-R-15,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-16,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-R-16,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-R-16,Not Applicable,STP,,1,Strapping,General Artifacts
Stewart Castle Village,3-R-17,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-R-17,Not Applicable,STP,,3,Scrap/Waste,General Artifacts
Stewart Castle Village,3-R-17,Not Applicable,STP,,1,"Shell, conch",General Artifacts
Stewart Castle Village,3-R-17,Not Applicable,STP,,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-R-17,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-18,Not Applicable,STP,P01,3,Creamware,Ceramic
Stewart Castle Village,3-R-18,Not Applicable,STP,P01,5,Pearlware,Ceramic
Stewart Castle Village,3-R-18,Not Applicable,STP,P01,3,Redware,Ceramic
Stewart Castle Village,3-R-18,Not Applicable,STP,P01,4,Nail,General Artifacts
Stewart Castle Village,3-R-18,Not Applicable,STP,P01,1,Scrap/Waste,General Artifacts
Stewart Castle Village,3-R-18,Not Applicable,STP,P01,4,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-18,Not Applicable,STP,P01,7,Unidentified,General Artifacts
Stewart Castle Village,3-R-18,Not Applicable,STP,P01,7,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-19,Not Applicable,STP,,1,"Shell, chiton segment",General Artifacts
Stewart Castle Village,3-R-19,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-19,Not Applicable,STP,,1,"Shell, marine unidentifiable",General Artifacts
Stewart Castle Village,3-R-19,Not Applicable,STP,,13,Unidentified,General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,13,Pearlware,Ceramic
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,6,Nail,General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,6,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,1,"Shell, marine unidentifiable",General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,4,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,5,Strapping,General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,3,Unidentified,General Artifacts
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-20,Not Applicable,STP,P02,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-R-21,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-R-21,Not Applicable,STP,,5,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-21,Not Applicable,STP,,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-22,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-R-22,Not Applicable,STP,,3,Pearlware,Ceramic
Stewart Castle Village,3-R-22,Not Applicable,STP,,1,"Tin-Enameled, unidentified",Ceramic
Stewart Castle Village,3-R-22,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-R-22,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-R-23,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-R-23,Not Applicable,STP,,3,"Refined Earthenware, unidentifiable",Ceramic
Stewart Castle Village,3-R-23,Not Applicable,STP,,1,Charcoal,General Artifacts
Stewart Castle Village,3-R-23,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-R-23,Not Applicable,STP,,5,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-23,Not Applicable,STP,,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-R-24,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-R-24,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-24,Not Applicable,STP,,3,Unidentified,General Artifacts
